Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
5,56,1,8,9,45.0,64,40,504,19.5,595.0
1,99,0,7,5,76.0,49,7,495,28.0,2246.6666666666665
7,74,0,8,0,71.0,64,56,0,22.25,1202.9166666666665
7,68,0,9,8,60.0,81,63,544,23.0,900.6666666666666
9,81,0,8,4,77.0,64,72,324,25.5,1373.6666666666665
3,56,0,7,6,36.0,49,21,336,18.0,644.6666666666666
9,98,0,6,7,96.0,36,54,686,30.0,2056.6666666666665
1,82,1,9,4,62.0,81,9,328,24.0,1506.0
1,47,0,9,2,22.0,81,9,94,14.75,474.91666666666663
4,40,1,6,5,21.0,36,24,200,13.75,306.91666666666663
9,84,0,6,6,79.0,36,54,504,26.25,1484.25
6,92,0,7,3,82.0,49,42,276,27.0,1880.6666666666665
3,75,1,5,8,55.0,25,15,600,22.75,1217.5833333333333
1,46,1,4,3,22.0,16,4,138,13.5,471.0
4,85,1,5,9,70.0,25,20,765,25.75,1564.9166666666665
9,44,0,5,1,37.0,25,45,44,14.75,390.91666666666663
3,63,0,8,8,42.0,64,24,504,20.5,808.3333333333333
9,67,1,4,3,64.0,16,36,201,20.75,957.5833333333333
7,82,0,6,3,72.0,36,42,246,24.5,1472.3333333333333
4,56,1,5,9,42.0,25,20,504,18.5,629.6666666666666
3,76,0,7,0,56.0,49,21,0,21.5,1328.3333333333333
5,59,0,5,1,43.0,25,25,59,17.5,769.0
5,42,0,6,2,24.0,36,30,84,13.75,357.5833333333333
3,76,1,5,6,55.0,25,15,456,22.5,1273.6666666666665
9,65,0,9,8,64.0,81,81,520,22.75,793.5833333333333
4,54,1,8,4,34.0,64,32,216,17.5,595.6666666666666
5,90,1,8,3,78.0,64,40,270,26.5,1796.3333333333333
4,87,1,5,1,71.0,25,20,87,24.25,1752.9166666666665
5,47,1,8,6,33.0,64,40,282,16.5,415.0
7,52,1,7,5,46.0,49,49,260,17.75,522.25
9,87,1,4,6,86.0,16,36,522,26.5,1631.0
7,42,1,5,7,34.0,25,35,294,15.25,318.91666666666663
5,40,1,7,8,26.0,49,35,320,15.0,279.3333333333333
7,48,1,9,9,44.0,81,63,432,18.25,394.25
5,70,0,7,4,53.0,49,35,280,21.5,1047.0
3,80,1,7,4,61.0,49,21,320,23.5,1421.6666666666665
7,93,0,9,3,84.0,81,63,279,28.0,1884.0
2,65,1,6,2,40.0,36,12,130,18.75,954.25
9,56,0,5,6,53.0,25,45,336,19.0,611.3333333333333
1,95,0,5,4,67.0,25,5,380,26.25,2103.583333333333
6,73,0,5,6,58.0,25,30,438,22.5,1133.6666666666665
7,48,0,4,1,41.0,16,28,48,15.0,490.0
8,95,0,7,8,89.0,49,56,760,29.5,1907.0
9,90,0,5,8,85.0,25,45,720,28.0,1711.3333333333333
2,52,1,8,8,33.0,64,16,416,17.5,537.0
2,44,1,6,4,20.0,36,12,176,14.0,402.66666666666663
5,80,1,9,9,66.0,81,45,720,25.75,1311.5833333333333
5,52,1,9,8,38.0,81,45,416,18.5,501.66666666666663
6,40,1,4,0,25.0,16,24,0,12.5,342.3333333333333
3,64,1,9,1,43.0,81,27,64,19.25,901.5833333333333
8,86,0,6,9,79.0,36,48,774,27.25,1535.5833333333333
1,43,1,7,4,16.0,49,7,172,13.75,386.25
6,75,0,9,4,67.0,81,54,300,23.5,1183.0
4,91,0,9,5,80.0,81,36,455,27.25,1810.9166666666665
1,49,0,8,7,26.0,64,8,343,16.25,486.25
7,67,0,7,0,57.0,49,49,0,20.25,982.25
9,96,0,5,9,91.0,25,45,864,29.75,1954.25
4,45,0,6,8,29.0,36,24,360,15.75,382.91666666666663
4,66,1,9,3,48.0,81,36,198,20.5,927.0
6,95,0,8,7,84.0,64,48,665,29.0,1936.6666666666665
3,51,0,6,4,33.0,36,18,204,16.0,546.0
6,91,1,4,0,82.0,16,24,0,25.25,1927.5833333333333
7,87,1,8,8,81.0,64,56,696,27.5,1573.6666666666665
3,42,1,4,7,24.0,16,12,294,14.0,351.3333333333333
7,85,1,9,4,81.0,81,63,340,26.25,1538.25
3,72,1,8,3,54.0,64,24,216,21.5,1139.0
2,49,1,5,7,25.0,25,10,343,15.75,495.5833333333333
4,70,1,6,8,53.0,36,24,560,22.0,1026.6666666666665
8,54,0,6,6,48.0,36,48,324,18.5,561.0
9,46,1,7,3,40.0,49,63,138,16.25,399.5833333333333
7,75,0,8,6,66.0,64,56,450,24.0,1156.6666666666665
1,53,1,8,5,29.0,64,8,265,16.75,592.25
3,95,1,4,2,73.0,16,12,190,26.0,2116.6666666666665
9,87,0,8,9,89.0,64,72,783,28.25,1534.25
1,53,1,6,2,27.0,36,6,106,15.5,629.6666666666666
9,42,1,8,0,40.0,64,72,0,14.75,346.25
8,88,1,7,4,83.0,49,56,352,26.75,1670.25
1,92,1,7,7,69.0,49,7,644,26.75,1900.25
6,85,1,6,5,72.0,36,36,425,25.5,1573.6666666666665
5,89,1,6,7,77.0,36,30,623,26.75,1722.9166666666665
6,42,1,6,6,32.0,36,36,252,15.0,324.0
5,61,0,8,1,49.0,64,40,61,18.75,801.5833333333333
6,58,1,8,7,44.0,64,48,406,19.75,650.9166666666666
5,74,0,5,3,57.0,25,25,222,21.75,1214.25
5,51,0,9,4,34.0,81,45,204,17.25,510.91666666666663
4,93,0,9,7,76.0,81,36,651,28.25,1867.5833333333333
3,44,0,4,4,22.0,16,12,176,13.75,406.91666666666663
3,49,0,8,4,30.0,64,24,196,16.0,488.66666666666663
4,80,0,5,5,67.0,25,20,400,23.5,1419.0
9,72,0,5,6,71.0,25,45,432,23.0,1070.0
2,52,1,7,8,29.0,49,14,416,17.25,543.5833333333333
9,74,1,8,6,74.0,64,72,444,24.25,1101.5833333333333
1,90,1,5,5,67.0,25,5,450,25.25,1866.9166666666665
1,71,0,7,9,46.0,49,7,639,22.0,1078.6666666666665
5,50,1,4,3,34.0,16,20,150,15.5,529.6666666666666
6,87,0,7,9,76.0,49,42,783,27.25,1588.25
6,77,0,4,1,64.0,16,24,77,22.0,1348.6666666666665
3,63,1,9,8,46.0,81,27,504,20.75,800.25
7,74,0,9,9,68.0,81,63,666,24.75,1078.9166666666665
9,58,0,6,4,58.0,36,54,232,19.25,671.5833333333333
8,45,1,6,4,41.0,36,48,180,15.75,382.91666666666663
6,79,0,7,2,64.0,49,42,158,23.5,1373.6666666666665
8,93,1,6,2,84.0,36,48,186,27.25,1927.5833333333333
5,84,0,8,0,70.0,64,40,0,24.25,1597.5833333333333
8,83,0,7,4,77.0,49,56,332,25.5,1472.3333333333333
4,81,1,5,2,60.0,25,20,162,23.0,1496.6666666666665
8,74,1,8,1,65.0,64,64,74,22.75,1178.25
2,43,1,7,8,21.0,49,14,344,15.0,355.3333333333333
5,72,0,9,9,60.0,81,45,648,23.75,1038.25
9,52,0,4,5,48.0,16,36,260,17.5,533.6666666666666
4,95,1,6,2,77.0,36,24,190,26.75,2072.9166666666665
6,75,1,6,6,63.0,36,36,450,23.25,1190.25
1,93,1,6,8,68.0,36,6,744,27.0,1944.6666666666665
9,82,0,7,8,81.0,49,63,656,26.5,1369.6666666666665
1,58,0,8,0,29.0,64,8,0,16.75,768.9166666666666
5,82,1,4,1,66.0,16,20,82,23.0,1550.0
4,51,1,6,7,36.0,36,24,357,17.0,515.3333333333333
3,50,1,8,0,29.0,64,24,0,15.25,547.5833333333333
6,45,0,5,2,32.0,25,30,90,14.5,416.3333333333333
2,51,1,9,6,31.0,81,18,306,17.0,522.0
3,66,1,5,7,45.0,25,15,462,20.25,932.9166666666666
5,80,1,4,4,65.0,16,20,320,23.25,1431.5833333333333
9,64,0,6,1,57.0,36,54,64,20.0,871.3333333333333
2,81,0,5,2,58.0,25,10,162,22.5,1523.0
8,42,1,9,8,38.0,81,72,336,16.75,283.5833333333333
2,42,0,8,9,22.0,64,16,378,15.25,327.5833333333333
5,59,1,8,6,48.0,64,40,354,19.5,695.0
7,67,1,5,0,59.0,25,35,0,19.75,1000.9166666666666
8,62,1,6,2,58.0,36,48,124,19.5,809.0
1,87,1,9,8,62.0,81,9,696,26.25,1652.9166666666665
6,42,0,4,6,30.0,16,24,252,14.5,337.0
1,81,1,6,1,56.0,36,6,81,22.25,1539.5833333333333
2,63,1,7,5,40.0,49,14,315,19.25,854.9166666666666
1,82,0,5,8,59.0,25,5,656,24.0,1503.3333333333333
5,79,1,7,3,65.0,49,35,237,23.5,1371.6666666666665
9,45,0,5,9,43.0,25,45,405,17.0,352.0
6,59,1,4,1,48.0,16,24,59,17.5,769.6666666666666
1,50,1,6,2,24.0,36,6,100,14.75,556.9166666666666
1,71,1,9,6,51.0,81,9,426,21.75,1088.9166666666665
2,99,1,6,3,81.0,36,12,297,27.5,2275.0
9,66,0,5,6,62.0,25,45,396,21.5,883.0
3,60,1,8,4,43.0,64,24,240,18.75,760.9166666666666
1,83,0,7,7,63.0,49,7,581,24.5,1529.0
5,87,0,9,7,73.0,81,45,609,27.0,1602.6666666666665
7,89,0,9,4,76.0,81,63,356,27.25,1698.9166666666665
6,52,1,6,6,43.0,36,36,312,17.5,529.0
1,61,0,6,5,34.0,36,6,305,18.25,816.9166666666666
5,74,0,5,7,57.0,25,25,518,22.75,1168.25
5,86,0,8,8,72.0,64,40,688,26.75,1562.25
6,61,1,7,4,47.0,49,42,244,19.5,767.0
3,67,1,8,6,52.0,64,24,402,21.0,944.6666666666666
5,60,0,9,0,49.0,81,45,0,18.5,779.0
7,85,0,8,7,77.0,64,56,595,26.75,1508.25
5,57,1,5,2,41.0,25,25,114,17.25,704.25
5,70,0,8,0,56.0,64,40,0,20.75,1088.9166666666665
5,99,0,7,5,89.0,49,35,495,29.0,2178.6666666666665
3,85,0,9,7,65.0,81,27,595,26.0,1553.3333333333333
1,76,1,4,2,49.0,16,4,152,20.75,1358.25
5,60,0,9,0,48.0,81,45,0,18.5,779.0
9,53,0,4,2,47.0,16,36,106,17.0,584.6666666666666
1,64,1,7,4,37.0,49,7,256,19.0,906.0
3,66,0,9,7,48.0,81,27,462,21.25,896.25
4,79,1,9,8,61.0,81,36,632,25.0,1300.6666666666665
1,99,1,9,8,77.0,81,9,792,29.25,2174.9166666666665
1,99,1,9,3,75.0,81,9,297,28.0,2252.0
8,62,0,5,7,57.0,25,40,434,20.5,767.0
2,70,0,6,4,45.0,36,12,280,20.5,1091.6666666666665
8,86,0,9,2,82.0,81,72,172,26.25,1596.25
7,99,0,5,4,90.0,25,35,396,28.75,2194.9166666666665
2,68,0,7,1,42.0,49,14,68,19.5,1052.3333333333333
6,86,0,9,5,74.0,81,54,430,26.5,1576.3333333333333
6,69,0,8,0,60.0,64,48,0,20.75,1046.25
3,90,0,9,5,73.0,81,27,450,26.75,1784.25
2,65,1,9,4,40.0,81,18,260,20.0,908.6666666666666
1,59,0,4,8,32.0,16,4,472,18.0,755.3333333333333
6,77,0,8,6,67.0,64,48,462,24.25,1237.5833333333333
5,58,1,9,5,46.0,81,45,290,19.25,670.9166666666666
9,66,0,9,6,65.0,81,81,396,22.5,843.0
1,64,1,9,9,42.0,81,9,576,20.75,845.5833333333333
7,79,0,5,4,69.0,25,35,316,23.75,1358.25
5,77,0,7,0,62.0,49,35,0,22.25,1340.9166666666665
5,91,1,4,8,75.0,16,20,728,27.0,1823.3333333333333
2,62,1,9,4,40.0,81,18,248,19.25,820.9166666666666
3,68,0,7,3,43.0,49,21,204,20.25,1016.9166666666666
7,54,1,4,5,42.0,16,28,270,17.5,593.6666666666666
6,98,0,4,4,84.0,16,24,392,28.0,2178.6666666666665
2,42,0,4,0,15.0,16,8,0,12.0,402.66666666666663
6,49,0,9,1,39.0,81,54,49,16.25,487.5833333333333
2,54,0,5,3,26.0,25,10,162,16.0,643.3333333333333
2,95,0,9,7,73.0,81,18,665,28.25,1988.9166666666665
2,55,0,9,4,34.0,81,18,220,17.5,633.6666666666666
3,56,1,7,6,34.0,49,21,336,18.0,644.6666666666666
2,58,1,6,1,37.0,36,12,58,16.75,760.9166666666666
4,50,1,6,7,34.0,36,24,350,16.75,492.91666666666663
9,87,0,6,4,85.0,36,54,348,26.5,1631.0
6,44,1,7,3,31.0,49,42,132,15.0,376.66666666666663
1,44,0,8,8,18.0,64,8,352,15.25,378.25
8,97,1,7,5,92.0,49,56,485,29.25,2041.5833333333333
7,53,0,4,3,44.0,16,28,159,16.75,586.9166666666666
3,89,0,9,7,72.0,81,27,623,27.0,1714.6666666666665
1,65,0,8,2,40.0,64,8,130,19.0,950.0
5,47,0,4,9,31.0,16,20,423,16.25,424.91666666666663
4,44,0,9,1,25.0,81,36,44,14.5,397.66666666666663
8,46,1,9,6,44.0,81,72,276,17.25,368.91666666666663
1,55,0,4,3,27.0,16,4,165,15.75,686.25
1,94,1,7,3,66.0,49,7,282,26.25,2046.25
4,53,0,6,9,34.0,36,24,477,18.0,548.6666666666666
8,76,0,8,8,70.0,64,64,608,25.0,1156.0
5,95,0,9,1,81.0,81,45,95,27.5,2035.6666666666665
2,80,1,5,0,56.0,25,10,0,21.75,1512.25
6,43,0,9,6,30.0,81,54,258,16.0,326.0
5,75,1,6,7,60.0,36,30,525,23.25,1190.9166666666665
2,87,0,9,2,64.0,81,18,174,25.0,1719.3333333333333
3,95,1,5,1,74.0,25,15,95,26.0,2118.6666666666665
9,56,1,7,3,52.0,49,63,168,18.75,622.9166666666666
7,86,1,9,1,84.0,81,63,86,25.75,1624.9166666666665
7,75,0,8,1,66.0,64,56,75,22.75,1222.9166666666665
6,45,0,7,4,32.0,49,42,180,15.5,388.3333333333333
8,55,1,5,9,47.0,25,40,495,19.25,570.9166666666666
4,68,0,4,4,51.0,16,16,272,20.0,1024.0
8,75,0,9,7,67.0,81,72,525,24.75,1122.9166666666665
4,77,0,7,8,57.0,49,28,616,24.0,1251.3333333333333
8,76,1,9,1,71.0,81,72,76,23.5,1237.6666666666665
9,87,1,8,0,86.0,64,72,0,26.0,1670.0
3,96,0,9,2,77.0,81,27,192,27.5,2095.0
3,87,1,7,5,72.0,49,21,435,25.5,1683.6666666666665
2,49,0,6,4,24.0,36,12,196,15.25,508.91666666666663
3,80,0,7,7,60.0,49,21,560,24.25,1384.9166666666665
3,75,1,5,7,55.0,25,15,525,22.5,1227.6666666666665
5,68,1,7,1,54.0,49,35,68,20.25,1019.5833333333333
5,53,0,8,8,39.0,64,40,424,18.5,531.0
2,43,0,7,3,19.0,49,14,129,13.75,384.91666666666663
6,83,0,7,0,68.0,49,42,0,24.0,1556.6666666666665
5,95,1,8,1,83.0,64,40,95,27.25,2048.25
6,81,1,7,5,72.0,49,42,405,24.75,1406.9166666666665
1,75,0,8,4,49.0,64,8,300,22.0,1256.6666666666665
5,89,0,5,6,74.0,25,25,534,26.25,1750.25
9,84,1,8,8,86.0,64,72,672,27.25,1431.5833333333333
2,52,0,5,5,26.0,25,10,260,16.0,578.0
1,85,1,5,5,60.0,25,5,425,24.0,1657.3333333333333
9,57,1,8,1,54.0,64,72,57,18.75,662.9166666666666
9,72,0,7,6,73.0,49,63,432,23.5,1047.0
9,60,0,9,1,61.0,81,81,60,19.75,734.25
6,55,1,6,6,45.0,36,36,330,18.25,600.25
8,54,0,9,7,57.0,81,72,378,19.5,529.6666666666666
1,93,1,8,0,68.0,64,8,0,25.5,2037.6666666666665
4,96,1,7,8,72.0,49,28,768,28.75,2012.9166666666665
1,44,1,5,7,17.0,25,5,308,14.25,399.5833333333333
8,45,0,4,8,37.0,16,32,360,16.25,370.91666666666663
1,77,0,6,4,54.0,36,6,308,22.0,1348.6666666666665
3,42,0,9,3,22.0,81,27,126,14.25,350.25
4,87,1,7,0,73.0,49,28,0,24.5,1744.3333333333333
8,51,1,6,8,47.0,36,48,408,18.25,477.5833333333333
6,75,1,4,3,63.0,16,24,225,22.0,1250.0
7,72,1,4,3,63.0,16,28,216,21.5,1136.3333333333333
8,75,0,4,3,68.0,16,32,225,22.5,1229.6666666666665
2,72,0,9,1,52.0,81,18,72,21.0,1168.6666666666665
8,70,0,8,3,64.0,64,64,210,22.25,1018.9166666666666
3,60,1,6,1,38.0,36,18,60,17.5,807.0
7,66,1,8,7,60.0,64,56,462,22.0,860.6666666666666
3,66,0,4,6,45.0,16,12,396,19.75,952.25
7,47,1,7,9,39.0,49,49,423,17.5,387.66666666666663
2,95,0,4,1,75.0,16,8,95,25.5,2148.333333333333
6,76,1,8,1,67.0,64,48,76,22.75,1268.9166666666665
3,71,1,4,1,48.0,16,12,71,19.75,1168.9166666666665
3,65,1,4,0,44.0,16,12,0,18.0,984.6666666666666
9,41,1,8,5,37.0,64,72,205,15.75,286.25
7,51,1,8,5,41.0,64,56,255,17.75,492.91666666666663
5,61,0,7,0,47.0,49,35,0,18.25,820.9166666666666
7,56,0,8,0,45.0,64,56,0,17.75,662.9166666666666
9,46,0,7,5,43.0,49,63,230,16.75,382.91666666666663
1,82,1,5,5,54.0,25,5,410,23.25,1537.5833333333333
7,43,0,5,3,32.0,25,35,129,14.5,363.66666666666663
6,76,0,8,2,64.0,64,48,152,23.0,1254.6666666666665
9,77,1,4,8,74.0,16,36,616,24.5,1229.6666666666665
1,71,1,6,5,50.0,36,6,355,20.75,1126.9166666666665
4,50,0,4,0,33.0,16,16,0,14.5,563.6666666666666
9,40,0,8,2,36.0,64,72,80,14.75,292.91666666666663
4,64,0,7,0,45.0,49,28,0,18.75,918.25
3,81,0,4,2,58.0,16,12,162,22.5,1521.6666666666665
9,91,0,5,1,85.0,25,45,91,26.5,1859.6666666666665
2,63,1,9,4,41.0,81,18,252,19.5,849.6666666666666
4,92,0,8,2,78.0,64,32,184,26.5,1913.0
6,82,0,4,6,63.0,16,24,492,24.5,1470.3333333333333
2,95,0,9,7,76.0,81,18,665,28.25,1988.9166666666665
8,56,0,4,6,51.0,16,32,336,18.5,627.6666666666666
8,47,0,7,1,36.0,49,56,47,15.75,443.5833333333333
1,98,0,7,9,74.0,49,7,882,28.75,2142.9166666666665
3,84,1,7,9,65.0,49,21,756,25.75,1514.25
9,66,1,9,6,65.0,81,81,396,22.5,843.0
5,91,1,6,9,79.0,36,30,819,27.75,1780.9166666666665
6,57,0,9,2,46.0,81,54,114,18.5,667.0
4,66,0,8,6,47.0,64,32,396,21.0,902.6666666666666
2,61,1,8,0,42.0,64,16,0,17.75,842.9166666666666
8,55,0,5,1,46.0,25,40,55,17.25,641.5833333333333
6,41,0,5,9,34.0,25,30,369,15.25,297.5833333333333
5,44,0,8,0,27.0,64,40,0,14.25,404.25
9,57,1,4,8,52.0,16,36,456,19.5,629.6666666666666
1,42,1,8,1,17.0,64,8,42,13.0,384.66666666666663
5,66,1,6,1,53.0,36,30,66,19.5,965.6666666666666
6,93,0,5,5,84.0,25,30,465,27.25,1921.5833333333333
5,56,1,5,6,39.0,25,25,336,18.0,642.0
6,55,1,9,1,44.0,81,54,55,17.75,627.5833333333333
6,45,1,5,3,36.0,25,30,135,14.75,408.25
7,90,0,8,2,81.0,64,56,180,26.75,1784.9166666666665
4,46,1,5,4,30.0,25,20,184,14.75,434.25
8,89,1,5,8,80.0,25,40,712,27.5,1683.0
7,53,0,9,1,41.0,81,63,53,17.5,571.6666666666666
9,77,1,8,4,77.0,64,72,308,24.5,1229.6666666666665
7,79,0,4,7,69.0,16,28,553,24.25,1334.25
3,54,0,5,5,34.0,25,15,270,16.75,617.5833333333333
3,86,1,5,3,64.0,25,15,258,24.25,1695.5833333333333
8,86,1,5,9,78.0,25,40,774,27.0,1550.0
5,87,1,6,7,74.0,36,30,609,26.25,1640.9166666666665
4,72,0,8,2,52.0,64,32,144,21.5,1139.6666666666665
8,82,1,5,3,76.0,25,40,246,24.5,1473.6666666666665
6,66,1,6,8,53.0,36,36,528,21.5,881.0
2,68,1,4,4,46.0,16,8,272,19.5,1046.3333333333333
4,96,0,4,5,77.0,16,16,480,27.25,2100.9166666666665
4,76,0,9,1,59.0,81,36,76,22.5,1283.0
6,44,0,9,8,35.0,81,54,352,16.75,331.5833333333333
6,68,1,9,7,61.0,81,54,476,22.5,921.6666666666666
1,71,1,6,6,46.0,36,6,426,21.0,1116.6666666666665
8,99,0,4,8,97.0,16,32,792,29.75,2134.9166666666665
6,92,1,9,4,86.0,81,54,368,27.75,1838.9166666666665
3,45,1,7,4,24.0,49,21,180,14.75,409.5833333333333
9,41,0,9,8,37.0,81,81,328,16.75,261.5833333333333
2,45,0,4,4,18.0,16,8,180,13.75,434.91666666666663
8,85,0,7,8,84.0,49,56,680,27.0,1495.3333333333333
3,82,1,6,0,59.0,36,18,0,22.75,1566.25
5,43,1,7,9,29.0,49,35,387,16.0,326.66666666666663
6,95,1,4,9,84.0,16,24,855,28.5,1969.6666666666665
6,68,0,5,7,60.0,25,30,476,21.5,961.6666666666666
4,98,0,7,2,78.0,49,28,196,27.75,2197.583333333333
3,64,1,4,7,46.0,16,12,448,19.5,883.0
4,48,0,9,4,31.0,81,36,192,16.25,453.5833333333333
1,95,0,5,1,68.0,25,5,95,25.5,2150.333333333333
4,42,1,6,8,25.0,36,24,336,15.0,326.66666666666663
1,65,0,6,3,37.0,36,6,195,18.75,954.9166666666666
1,87,1,8,6,62.0,64,8,522,25.5,1689.6666666666665
6,82,0,6,7,69.0,36,36,574,25.25,1431.5833333333333
5,66,1,8,6,50.0,64,40,396,21.25,891.5833333333333
4,75,0,6,5,55.0,36,24,375,22.5,1225.6666666666665
3,71,1,6,6,54.0,36,18,426,21.5,1091.0
1,40,0,6,3,12.0,36,6,120,12.5,340.3333333333333
6,96,0,8,9,88.0,64,48,864,29.75,1952.25
2,92,0,9,0,69.0,81,18,0,25.75,1965.5833333333333
8,93,0,8,4,88.0,64,64,372,28.25,1866.9166666666665
5,55,0,7,7,41.0,49,35,385,18.5,593.0
7,90,1,4,9,83.0,16,28,810,27.5,1740.3333333333333
2,87,1,4,5,62.0,16,8,435,24.5,1737.6666666666665
8,50,1,9,4,45.0,81,72,200,17.75,466.91666666666663
2,65,0,4,1,42.0,16,8,65,18.0,983.3333333333333
4,79,1,6,9,65.0,36,24,711,24.5,1324.3333333333333
1,94,0,9,4,73.0,81,9,376,27.0,2006.0
5,40,0,4,9,23.0,16,20,360,14.5,293.66666666666663
9,65,1,8,2,61.0,64,72,130,21.0,870.0
1,67,1,7,1,41.0,49,7,67,19.0,1032.0
9,92,0,5,2,85.0,25,45,184,27.0,1886.0
8,97,0,7,3,93.0,49,56,291,28.75,2074.9166666666665
6,48,1,4,1,35.0,16,24,48,14.75,495.5833333333333
7,99,1,9,3,92.0,81,63,297,29.5,2153.0
3,98,0,4,3,79.0,16,12,294,27.0,2240.6666666666665
1,83,0,8,5,57.0,64,8,415,24.25,1542.25
5,61,1,7,4,49.0,49,35,244,19.25,776.25
2,47,0,8,6,28.0,64,16,282,15.75,440.25
5,97,0,8,6,85.0,64,40,582,29.0,2056.6666666666665
8,88,1,5,2,82.0,25,40,176,25.75,1728.25
9,81,1,8,8,80.0,64,72,648,26.5,1320.3333333333333
2,66,0,8,6,41.0,64,16,396,20.5,926.3333333333333
3,78,0,5,6,57.0,25,15,468,23.0,1346.0
3,58,1,6,1,41.0,36,18,58,17.0,751.3333333333333
1,64,0,6,9,43.0,36,6,576,20.0,871.3333333333333
8,77,1,9,2,73.0,81,72,154,24.0,1258.0
6,60,0,5,2,46.0,25,30,120,18.25,777.5833333333333
8,63,1,9,5,61.0,81,72,315,21.25,777.5833333333333
9,63,0,9,3,61.0,81,81,189,21.0,792.0
5,99,0,8,3,87.0,64,40,297,28.75,2197.583333333333
3,99,0,9,0,78.0,81,27,0,27.75,2270.25
5,58,1,4,5,43.0,16,20,290,18.0,711.3333333333333
5,89,1,7,7,75.0,49,35,623,27.0,1709.3333333333333
5,86,1,4,7,72.0,16,20,602,25.5,1628.3333333333333
3,41,0,4,7,18.0,16,12,287,13.75,332.91666666666663
4,53,0,8,4,36.0,64,32,212,17.25,571.5833333333333
9,92,1,7,9,92.0,49,63,828,29.25,1750.9166666666665
9,71,1,9,5,71.0,81,81,355,23.5,1006.3333333333333
2,81,0,7,4,58.0,49,14,324,23.5,1473.6666666666665
8,71,0,9,3,69.0,81,72,213,22.75,1041.5833333333333
8,67,0,6,3,58.0,36,48,201,21.0,944.6666666666666
7,87,0,5,3,74.0,25,35,261,25.5,1683.6666666666665
8,78,1,8,3,72.0,64,64,234,24.25,1289.5833333333333
3,79,1,9,5,61.0,81,27,395,24.0,1350.6666666666665
6,81,0,9,5,74.0,81,54,405,25.25,1384.25
1,86,0,7,4,60.0,49,7,344,24.5,1687.0
7,79,0,8,8,70.0,64,56,632,25.5,1272.3333333333333
1,52,1,9,7,27.0,81,9,364,17.25,548.25
9,51,1,6,9,49.0,36,54,459,18.75,464.25
1,47,0,4,5,17.0,16,4,235,14.25,479.5833333333333
1,54,0,9,8,34.0,81,9,432,18.0,588.6666666666666
7,65,0,7,4,51.0,49,49,260,20.75,872.25
2,51,0,6,9,27.0,36,12,459,17.0,522.0
5,82,0,8,3,67.0,64,40,246,24.5,1473.6666666666665
8,90,0,9,5,84.0,81,72,450,28.0,1711.3333333333333
8,85,1,6,3,81.0,36,48,255,25.5,1577.6666666666665
3,66,1,6,7,45.0,36,18,462,20.5,923.0
7,57,1,6,6,50.0,36,42,342,19.0,642.0
3,84,0,6,4,67.0,36,18,336,24.25,1588.25
6,75,0,6,9,67.0,36,36,675,24.0,1158.0
6,88,0,6,5,77.0,36,36,440,26.25,1694.9166666666665
3,90,1,5,6,70.0,25,15,540,26.0,1822.0
7,66,0,8,1,59.0,64,56,66,20.5,929.6666666666666
3,48,1,4,8,27.0,16,12,384,15.75,466.91666666666663
8,94,0,8,6,88.0,64,64,564,29.0,1878.6666666666665
4,78,0,7,7,60.0,49,28,546,24.0,1298.0
1,40,0,7,4,14.0,49,7,160,13.0,330.0
4,46,1,8,2,27.0,64,32,92,15.0,433.3333333333333
7,65,1,6,1,54.0,36,42,65,19.75,916.9166666666666
4,46,1,5,1,32.0,25,20,46,14.0,458.0
6,91,0,4,2,79.0,16,24,182,25.75,1894.9166666666665
9,46,1,9,0,44.0,81,81,0,16.0,418.0
1,47,0,9,0,20.0,81,9,0,14.25,492.91666666666663
5,55,0,6,6,42.0,36,30,330,18.0,608.6666666666666
7,42,1,8,9,33.0,64,56,378,16.5,289.66666666666663
1,84,1,9,7,58.0,81,9,588,25.25,1545.5833333333333
4,49,0,8,5,31.0,64,32,245,16.5,472.3333333333333
6,89,0,5,6,75.0,25,30,534,26.5,1736.3333333333333
2,46,0,5,0,22.0,25,10,0,13.25,480.91666666666663
5,60,0,8,0,46.0,64,40,0,18.25,785.5833333333333
1,92,1,6,8,68.0,36,6,736,26.75,1900.9166666666665
6,76,1,6,4,66.0,36,36,304,23.0,1249.3333333333333
6,70,1,6,6,60.0,36,36,420,22.0,1024.0
4,62,0,9,5,44.0,81,36,310,20.0,788.6666666666666
8,96,0,4,3,90.0,16,32,288,27.75,2074.9166666666665
4,66,0,4,0,47.0,16,16,0,18.5,1006.3333333333333
8,95,1,6,3,88.0,36,48,285,28.0,1999.3333333333333
8,61,0,8,9,56.0,64,64,549,21.5,693.6666666666666
5,78,0,5,9,66.0,25,25,702,24.25,1287.5833333333333
4,96,1,7,7,78.0,49,28,672,28.5,2027.0
2,66,1,5,0,43.0,25,10,0,18.25,1017.5833333333333
3,93,0,5,1,72.0,25,15,93,25.5,2027.6666666666665
3,88,1,7,7,69.0,49,21,616,26.25,1698.25
4,43,0,6,1,24.0,36,24,43,13.5,391.0
4,63,1,5,9,47.0,25,20,567,20.25,816.9166666666666
5,62,0,7,8,45.0,49,35,496,20.5,767.0
